Summa köp			400,00	2017-05-22
CARLSBERG EXPORT	1	21,25	-21,25	
Summa köp			-21,25	2017-05-21
ENTRÉ CHALMERIST	1	30,00	-30,00	
Summa köp			-30,00	2017-05-21
CARLSBERG EXPORT	1	21,25	-21,25	
Summa köp			-21,25	2017-05-21
ENTRÉ CHALMERIST	1	30,00	-30,00	
Summa köp			-30,00	2017-05-21
AIN STEIN STIFT 0.7 HB	1	25,00	-25,00	
Summa köp			-25,00	2017-05-20
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-05-16
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-05-15
KAFFEHÄFTE 170	1	170,00	-170,00	
Summa köp			-170,00	2017-05-15
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-05-12
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-05-12
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-05-11
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-05-09
SALLAD LAX	1	42,00	-42,00	
Summa köp			-42,00	2017-05-08
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-05-05
BAGUETTE	1	35,00	-35,00	
REDBULL MEDLEM	1	15,00	-15,00	
Summa köp			-50,00	2017-05-04
MAGNUM STRAWBE.W	1	24,00	-24,00	
Summa köp			-24,00	2017-05-03
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2017-05-02
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-05-01
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2017-05-01
FATÖL 40CL	1	25,50	-25,50	
Summa köp			-25,50	2017-05-01
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2017-04-30
DRINK DYR 4 CL	1	50,15	-50,15	
Summa köp			-50,15	2017-04-30
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-04-30
PRIPPS BLÅ	1	21,25	-21,25	
XIDE CACTUS	1	25,50	-25,50	
Summa köp			-46,75	2017-04-29
XIDE CACTUS	1	25,50	-25,50	
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-46,75	2017-04-29
PRIPPS BLÅ	2	21,25	-42,50	
Summa köp			-42,50	2017-04-29
VÄRDEKUPONG 25	4	25,00	-100,00	
VÄRDEKUPONG 30	1	30,00	-30,00	
Summa köp			-130,00	2017-04-28
FLASKÖL 30	1	25,50	-25,50	
Summa köp			-25,50	2017-04-27
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-04-27
FRALLA	2	15,00	-30,00	
Summa köp			-30,00	2017-04-27
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-04-26
MAT 10	4	8,50	-34,00	
Summa köp			-34,00	2017-04-25
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-04-25
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2017-04-25
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2017-04-25
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2017-04-25
MUFFINS	1	19,00	-19,00	
Summa köp			-19,00	2017-04-24
BAGUETTE	1	35,00	-35,00	
Summa köp			-35,00	2017-04-24
FRALLA	1	15,00	-15,00	
Summa köp			-15,00	2017-04-24
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2017-04-22
MAT 25	1	21,25	-21,25	
Summa köp			-21,25	2017-04-22
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2017-04-22
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2017-04-21
FRALLA	1	15,00	-15,00	
JUICE	1	10,00	-10,00	
Summa köp			-25,00	2017-04-21
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-04-06
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-04-03
LUNCHBURGARE VÅFF DRYCK	1	83,30	-83,30	
Summa köp			-83,30	2017-03-31
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-03-31
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-03-31
BLT SANDWICH	1	27,00	-27,00	
Summa köp			-27,00	2017-03-29
BAGUETTE	1	35,00	-35,00	
KAFFE	1	10,00	-10,00	
Summa köp			-45,00	2017-03-28
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-03-27
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-03-27
GINGER JOE	1	30,60	-30,60	
Summa köp			-30,60	2017-03-23
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2017-03-23
CARLSBERG EXPORT	1	32,00	-32,00	
Summa köp			-32,00	2017-03-23
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-03-21
ARBETSBOK FÖR MD407	1	178,00	-178,00	
Summa köp			-178,00	2017-03-20
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-03-20
SALLAD KYCKLING	1	42,00	-42,00	
Summa köp			-42,00	2017-03-20
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2017-03-19
PRIPPS BLÅ	2	21,25	-42,50	
Summa köp			-42,50	2017-03-19
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2017-03-19
ENTRÉ CHALMERIST	1	30,00	-30,00	
Summa köp			-30,00	2017-03-19
LUNCHBURGARE MED DRYCK	1	74,80	-74,80	
Summa köp			-74,80	2017-03-15
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2017-03-15
PANINI LYX	1	30,00	-30,00	
KAFFE	1	10,00	-10,00	
Summa köp			-40,00	2017-03-14
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-03-09
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-03-09
BAGUETTE	1	35,00	-35,00	
Summa köp			-35,00	2017-03-08
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-03-07
BAGUETTE	1	35,00	-35,00	
Summa köp			-35,00	2017-03-06
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2017-03-03
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-03-02
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-03-01
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-03-01
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-02-23
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-02-22
BAGUETTE	1	35,00	-35,00	
Summa köp			-35,00	2017-02-21
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2017-02-21
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2017-02-21
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-02-20
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2017-02-19
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2017-02-18
BLT SANDWICH	1	27,00	-27,00	
Summa köp			-27,00	2017-02-16
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-02-16
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-02-15
KAFFE	1	10,00	-10,00	
GODIS 1	1	12,00	-12,00	
Summa köp			-22,00	2017-02-14
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-02-14
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-02-13
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-02-10
KAFFEHÄFTE 170	1	170,00	-170,00	
Summa köp			-170,00	2017-02-09
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-02-09
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2017-02-09
BAGUETTE	1	35,00	-35,00	
Summa köp			-35,00	2017-02-07
SOMERSBY BLACKBERRY	1	40,80	-40,80	
KANNA HOF 120CL	2	136,00	-272,00	
Summa köp			-312,80	2017-02-06
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2017-02-06
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-02-06
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-02-03
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-02-02
SALLAD LAX	1	42,00	-42,00	
Summa köp			-42,00	2017-01-31
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-01-30
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-01-17
GRUNDLÄGGANDE DATORTEKNI	1	399,00	-399,00	
Summa köp			-399,00	2017-01-16
Ladda kort	1	600,00	600,00	
Summa köp			600,00	2017-01-16
SALLAD FETAOST	1	42,00	-42,00	
Summa köp			-42,00	2017-01-16
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2017-01-16
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2017-01-15
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2017-01-15
KÅRBLOCK RUTAT	4	15,00	-60,00	
SPIRALBLOCK A5 CHALMERS	1	65,00	-65,00	
ARTLINE 90 SVART	1	18,00	-18,00	
Summa köp			-143,00	2017-01-12
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2017-01-10
ENTRÉ CHALMERIST	1	30,00	-30,00	
GARDEROB JACKA & VÄSKA	1	15,00	-15,00	
Summa köp			-45,00	2016-12-17
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2016-12-17
PANINI LYX	1	30,00	-30,00	
PANINI	1	25,00	-25,00	
Summa köp			-55,00	2016-12-16
CAESARSALLAD	1	62,00	-62,00	
Summa köp			-62,00	2016-12-15
PANINI	1	25,00	-25,00	
Summa köp			-25,00	2016-12-14
BAGUETTE	1	30,00	-30,00	
KAFFE	1	10,00	-10,00	
Summa köp			-40,00	2016-12-14
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2016-12-14
SALLAD KYCKLING PASTA	1	42,00	-42,00	
Summa köp			-42,00	2016-12-13
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-12-12
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-12-09
VÄRDEKUPONG 25	-1	25,00	25,00	
Summa köp			25,00	2016-12-09
VÄRDEKUPONG 25	4	25,00	-100,00	
VÄRDEKUPONG 30	1	30,00	-30,00	
Summa köp			-130,00	2016-12-09
MACKA 39	1	20,00	-20,00	
Summa köp			-20,00	2016-12-08
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-12-02
MACKA 39	1	39,00	-39,00	
PET	1	22,00	-22,00	
Summa köp			-61,00	2016-12-01
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-12-01
MACKA 25	1	25,00	-25,00	
Summa köp			-25,00	2016-11-30
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2016-11-30
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-11-29
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-11-25
MAT 10	3	8,50	-25,50	
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-46,75	2016-11-19
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-11-19
ENTRÉ CHALMERIST	1	30,00	-30,00	
GARDEROB JACKA & VÄSKA	1	15,00	-15,00	
Summa köp			-45,00	2016-11-19
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-11-19
ENTRÉ CHALMERIST	1	30,00	-30,00	
GARDEROB JACKA & VÄSKA	1	15,00	-15,00	
Summa köp			-45,00	2016-11-19
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2016-11-17
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-11-17
VEG. EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-11-15
DRINK 4 CL	1	42,50	-42,50	
Summa köp			-42,50	2016-11-13
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-11-13
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2016-11-11
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-11-11
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-11-09
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2016-11-07
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-11-05
ENTRÉ CHALMERIST	1	30,00	-30,00	
GARDEROB JACKA & VÄSKA	1	15,00	-15,00	
Summa köp			-45,00	2016-11-05
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-11-03
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2016-11-01
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-11-01
KÅRBLOCK RUTAT	2	15,00	-30,00	
Summa köp			-30,00	2016-10-31
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-10-31
RAMLÖSA CITRUS 50CL NY	1	17,10	-17,10	
Summa köp			-17,10	2016-10-27
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-10-27
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2016-10-25
EXPRESS MED LÄSK	1	47,00	-47,00	
Summa köp			-47,00	2016-10-25
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-10-25
KAFFEHÄFTE 150	1	150,00	-150,00	
MEDLEMSINSATS	1	50,00	-50,00	
Summa köp			-200,00	2016-10-24
KÅRBLOCK RUTAT	1	15,00	-15,00	
Summa köp			-15,00	2016-10-24
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-10-21
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-10-20
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-10-19
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-10-17
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2016-10-17
PANT	-4	100,00	400,00	
Summa köp			400,00	2016-10-14
PANT	4	100,00	-400,00	
HOF OKTOBERFEST 40 CL	4	32,30	-129,20	
Summa köp			-529,20	2016-10-14
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2016-10-14
EXPRESS MED LÄSK	1	47,00	-47,00	
Summa köp			-47,00	2016-10-14
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-10-14
STOR NUDEL	1	70,00	-70,00	
Summa köp			-70,00	2016-10-11
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2016-10-10
FREEDOMCARD	1	200,00	-200,00	
Summa köp			-200,00	2016-10-06
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2016-10-06
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-10-06
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-10-04
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-09-30
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2016-09-30
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-09-27
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2016-09-26
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-09-23
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2016-09-22
LUNCH	1	75,00	-75,00	
BURKLÄSK	1	14,00	-14,00	
Summa köp			-89,00	2016-09-22
VITAMIN WELL	1	18,00	-18,00	
Summa köp			-18,00	2016-09-22
AIN STEIN STIFT0.7 B	1	25,00	-25,00	
Summa köp			-25,00	2016-09-21
PANINI LYX	1	30,00	-30,00	
Summa köp			-30,00	2016-09-21
EXPRESS TA	1	41,00	-41,00	
Summa köp			-41,00	2016-09-19
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-09-16
KAFFE	1	10,00	-10,00	
Summa köp			-10,00	2016-09-16
KOCKENS BURGARE	1	79,05	-79,05	
Summa köp			-79,05	2016-09-15
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2016-09-15
MAGNUM	1	20,00	-20,00	
Summa köp			-20,00	2016-09-13
EXPRESS MED LÄSK	1	47,00	-47,00	
Summa köp			-47,00	2016-09-13
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-09-13
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-09-12
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2016-09-11
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2016-09-11
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2016-09-11
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2016-09-11
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2016-09-10
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-09-09
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-09-06
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-09-05
FATÖL HOF 40CL	1	25,50	-25,50	
Summa köp			-25,50	2016-09-03
FATÖL HOF 40CL	1	25,50	-25,50	
Summa köp			-25,50	2016-09-03
GARDEROB JACKA & VÄSKA	1	15,00	-15,00	
Summa köp			-15,00	2016-09-03
BROOKLYN IPA FAT 40 CL	1	46,75	-46,75	
Summa köp			-46,75	2016-09-01
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-09-01
VEG. EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-08-30
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2016-08-30
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-08-29
VÄRDEKUPONG 25	4	25,00	-100,00	
VÄRDEKUPONG 30	1	30,00	-30,00	
Summa köp			-130,00	2016-08-29
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2016-08-28
FLASKÖL 25	1	21,25	-21,25	
Summa köp			-21,25	2016-08-27
Ladda kort	1	200,00	200,00	
Summa köp			200,00	2016-08-26
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-08-26
GARDEROB JACKA & VÄSKA	1	15,00	-15,00	
Summa köp			-15,00	2016-08-25
WBPENNA SVART NORDIC OFF	1	8,00	-8,00	
BINDGARN2.4T 95M 100GR	1	25,00	-25,00	
Summa köp			-33,00	2016-08-24
KÅRBLOCK RUTAT	2	15,00	-30,00	
CASTELL 9000 2H BLYERTSP	1	12,00	-12,00	
TWIST-ERASE CLICK 0.5 SV	1	35,00	-35,00	
TIVOLISTÅNG	1	4,75	-4,75	
Summa köp			-81,75	2016-08-23
CARLSBERG HOF	1	21,25	-21,25	
Summa köp			-21,25	2016-08-22
EXPRESS	1	41,00	-41,00	
Summa köp			-41,00	2016-08-19
PRIPPS BLÅ	1	21,25	-21,25	
Summa köp			-21,25	2016-08-19
BROOKLYN EIPA	1	35,70	-35,70	
Summa köp			-35,70	2016-08-18
EXPRESS MED LÄSK	1	47,00	-47,00	
Summa köp			-47,00	2016-08-18
Ladda kort	1	400,00	400,00	
Summa köp			400,00	2016-08-18
